ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Glenury Royal 1970,1000.0,70,0.57,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Tomatin 10 Year Old,1000.0,75,0.43,"1,333.33 per litre"
 Brora 1981,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Glenesk 1980,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.4,"1,428.57 per litre"
 Brora 1981,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.5,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.6,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.4,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.4,"1,428.57 per litre"
 Millburn 1974,1000.0,70,0.46,"1,428.57 per litre"
 Brora 1982,1000.0,70,0.46,"1,428.57 per litre"
 Old Pulteney 1966,1200.0,70,0.4,"1,714.29 per litre"
 Ord 1965,1200.0,70,0.4,"1,714.29 per litre"
 Brora 1981,1200.0,70,0.56,"1,714.29 per litre"
 SMWS 99.11 (Glenugie),1200.0,70,0.43,"1,714.29 per litre"
 Brora 1981,1200.0,70,0.51,"1,714.29 per litre"
 Brora 1981,1200.0,70,0.61,"1,714.29 per litre"
 SMWS 99.12 (Glenugie),1200.0,70,0.47,"1,714.29 per litre"
 Brora 1981,1200.0,70,0.54,"1,714.29 per litre"
 Glenury Royal 1970,1200.0,75,0.58,"1,600 per litre"
 Brora 1981,1200.0,70,0.55,"1,714.29 per litre"
 Tomatin 10 Year Old,1200.0,75.7,0.4,"1,585.20 per litre"
 Brora 1981,1200.0,75,0.55,"1,600 per litre"
 Tullibardine 1964,1200.0,70,0.51,"1,714.29 per litre"
 Tullibardine 1964,1200.0,75,0.49,"1,600 per litre"
Glenmorangie 1971,1250.0,70,0.43,"1,785.71 per litre"
 Tomatin 1962,1250.0,75,0.46,"1,666.67 per litre"
 Brora 1983,1250.0,70,0.53,"1,785.71 per litre"
 Brora 1982,1250.0,70,0.46,"1,785.71 per litre"
 Brora 1982,1250.0,70,0.59,"1,785.71 per litre"
Glenmorangie 1971,1250.0,70,0.43,"1,785.71 per litre"
 Glenglassaugh 1961,1250.0,75,0.4,"1,666.67 per litre"
 Glenmorangie 1972,1250.0,75,0.46,"1,666.67 per litre"
 Glenglassaugh 1978,1250.0,70,0.41,"1,785.71 per litre"
 Glenmorangie 1972,1250.0,75,0.46,"1,666.67 per litre"
 North Port Brechin 1981,1275.0,70,0.57,"1,821.43 per litre"
 Clynelish 12 Year Old,1300.0,75,0.4,"1,733.33 per litre"
 Dalmore 8 Year Old,1350.0,75,0.4,"1,800 per litre"
 Brora 1981,1350.0,75,0.55,"1,800 per litre"
 Brora 1981,1400.0,70,0.56,"2,000 per litre"
 Brora 1981,1400.0,70,0.59,"2,000 per litre"
 Glen Esk 1983,1400.0,70,0.54,"2,000 per litre"
 Glenmorangie 1981,1450.0,70,0.46,"2,071.43 per litre"
 Glenury 1968,1450.0,70,0.49,"2,071.43 per litre"
 Clynelish 1974,1500.0,70,0.59,"2,142.86 per litre"
 Glenlochy 1969,1500.0,75,0.59,"2,000 per litre"
 Glenmorangie 1971,1500.0,70,0.43,"2,142.86 per litre"
 Glenmorangie,1500.0,70,0.43,"2,142.86 per litre"
 Lochside 1966,1500.0,70,0.48,"2,142.86 per litre"
 Millburn 1967,1500.0,70,0.5,"2,142.86 per litre"
 Royal Brackla 1964,1500.0,70,0.46,"2,142.86 per litre"
 Brora 25 Year Old,1500.0,70,0.56,"2,142.86 per litre"
 Brora 1981,1500.0,70,0.58,"2,142.86 per litre"
 Glendronach 1976,1500.0,70,0.43,"2,142.86 per litre"
 Tomatin 1968,1500.0,75,0.4,"2,000 per litre"
 Dalmore 1980,1500.0,70,0.45,"2,142.86 per litre"
 Glenturret 1965,1500.0,75,0.43,"2,000 per litre"
 Tomatin 40 Year Old,1500.0,70,0.43,"2,142.86 per litre"
 Lochside 1966,1500.0,70,0.52,"2,142.86 per litre"
 SMWS L13.11 (Dalmore),1500.0,70,0.59,"2,142.86 per litre"
 Glenturret 30 Year Old,1500.0,70,0.46,"2,142.86 per litre"
 Brora 30 Year Old,1600.0,70,0.54,"2,285.71 per litre"
 Brora 1982,1600.0,70,0.52,"2,285.71 per litre"
 Glenmorangie 1987,1600.0,75,0.46,"2,133.33 per litre"
 Glen Garioch 1968,1750.0,70,0.56,"2,500 per litre"
 Glenmorangie 1975,1750.0,70,0.46,"2,500 per litre"
 Glenmorangie 1975,1750.0,70,0.43,"2,500 per litre"
 Glendronach 33 Year Old,1750.0,70,0.4,"2,500 per litre"
 Glenmorangie 1987,1750.0,70,0.46,"2,500 per litre"
 Glenury Royal 1970,1750.0,70,0.59,"2,500 per litre"
 Banff 1966,1750.0,70,0.45,"2,500 per litre"
 Glenglassaugh 1975,1750.0,70,0.51,"2,500 per litre"
 Glen Garioch 1968,1750.0,70,0.56,"2,500 per litre"
 North Port Brechin 1976,1825.0,70,0.5,"2,607.14 per litre"
 Brora 30 Year Old,1850.0,70,0.56,"2,642.86 per litre"
 Clynelish 17 Year Old,1850.0,70,0.62,"2,642.86 per litre"
 Brora 35 Year Old,1850.0,70,0.48,"2,642.86 per litre"
 Brora 1977,1850.0,70,0.5,"2,642.86 per litre"
 Brora 35 Year Old,1850.0,70,0.49,"2,642.86 per litre"
 Brora 30 Year Old,2000.0,70,0.56,"2,857.14 per litre"
 Dalmore 12 Year Old,2000.0,75,0.43,"2,666.67 per litre"
 Glen Mhor 10 Year Old,2000.0,75,0.43,"2,666.67 per litre"
 Oban Bicentenary,2000.0,70,0.64,"2,857.14 per litre"
 Brora 30 Year Old,2000.0,70,0.56,"2,857.14 per litre"
 Brora 1972,2000.0,70,0.4,"2,857.14 per litre"
 Brora 32 Year Old,2000.0,70,0.55,"2,857.14 per litre"
 Brora 1972,2000.0,70,0.4,"2,857.14 per litre"
 Brora 1972,2000.0,70,0.4,"2,857.14 per litre"
 Brora 37 Year Old,2000.0,70,0.5,"2,857.14 per litre"
 Glen Mhor 6 Year Old,2000.0,75,0.4,"2,666.67 per litre"
 Tullibardine 1964,2000.0,70,0.44,"2,857.14 per litre"
 Glendronach 1955,2000.0,75,0.4,"2,666.67 per litre"
 Lochside 1967,2000.0,70,0.41,"2,857.15 per litre"
 Dalmore 12 Year Old,2000.0,75,0.43,"2,666.67 per litre"
 Brora 30 Year Old,2250.0,70,0.57,"3,214.29 per litre"
 Brora 1975,2250.0,70,0.55,"3,214.29 per litre"
 Glenmorangie 1963,2250.0,75,0.43,"3,000 per litre"
 Glenglassaugh 1972,2400.0,70,0.42,"3,428.57 per litre"
 Dalmore 1985,2500.0,70,0.52,"3,571.42 per litre"
 Dalmore 1973,2500.0,70,0.42,"3,571.43 per litre"
 Glenmorangie 1976,2500.0,75,0.59,"3,333.33 per litre"
 Glenmorangie 1976,2500.0,75,0.6,"3,333.33 per litre"
 Old Elgin 1940,2500.0,75,0.43,"3,333.33 per litre"
 Dalmore 20 Year Old,2500.0,75,0.43,"3,333.33 per litre"
 Ben Nevis 1966,2500.0,75,0.59,"3,333.33 per litre"
 Brora 1977,2500.0,70,0.49,"3,571.43 per litre"
 Glengoyne 40 Year Old,2500.0,70,0.57,"3,571.43 per litre"
 Clynelish 1972,2500.0,70,0.46,"3,571.43 per litre"
 SMWS 61.4 (Brora),2500.0,70,0.58,"3,571.43 per litre"
 Glenmorangie 30 Year Old,2500.0,70,0.44,"3,571.43 per litre"
 Glenugie 1966,2500.0,70,0.54,"3,571.43 per litre"
 Glen Garioch 1975,2500.0,75,0.46,"3,333.33 per litre"
 Dalmore 1985,2500.0,70,0.52,"3,571.43 per litre"
 Dalmore 1973,2500.0,70,0.42,"3,571.43 per litre"
 Brora 1974,2750.0,70,0.5,"3,928.57 per litre"
 Highland Park 1960,2750.0,75,0.43,"3,666.67 per litre"
 Brora 1977,3000.0,70,0.55,"4,285.71 per litre"
 Glen Garioch 1968,3000.0,70,0.56,"4,285.71 per litre"
 Glen Garioch 1968,3000.0,75,0.56,"4,000 per litre"
Glen Garioch Bicentenary 37 Year Old,3000.0,70,0.43,"4,285.71 per litre"
 Glendronach 1968,3000.0,75,0.43,"4,000 per litre"
Glendronach 150th Anniversary (1826-1976),3000.0,75,0.4,"4,000 per litre"
 Glen Garioch 1968,3000.0,70,0.56,"4,285.71 per litre"
 Glen Garioch 1968,3000.0,70,0.54,"4,285.71 per litre"
 Glen Garioch 1968,3000.0,70,0.57,"4,285.71 per litre"
 Glen Garioch 1968,3000.0,70,0.57,"4,285.71 per litre"
 Dalmore 1963,3000.0,75,0.46,"4,000 per litre"
Fettercairn 40 Year Old,3100.0,70,0.49,"4,428.57 per litre"
 Dalmore 1965,3250.0,70,0.53,"4,642.86 per litre"
 Glen Garioch 1958,3500.0,70,0.43,"5,000 per litre"
 Ben Wyvis 1972,3500.0,75,0.54,"4,666.67 per litre"
Dalmore 30 Year Old,3500.0,70,0.45,"5,000 per litre"
 Dalmore 20 Year Old,3750.0,75,0.43,"5,000 per litre"
 Dalmore 1965 Set With Glass & Miniature,3750.0,75,0.54,"5,000 per litre"
 Glenglassaugh 1967,4050.0,70,0.43,"5,785.71 per litre"
 Glendronach 19 Year Old,4500.0,75,0.45,"6,000 per litre"
 Dalmore 1979,4500.0,70,0.55,"6,428.57 per litre"
 Dalmore 1979,4500.0,70,0.55,"6,428.57 per litre"
 Dalmore 25 Year Old,5000.0,75,0.43,"6,666.67 per litre"
 Dalmore 1973,5000.0,70,0.45,"7,142.86 per litre"
 Glendronach 1968,5000.0,75,0.43,"6,666.67 per litre"
 Old Pulteney,5000.0,75,0.49,"6,666.67 per litre"
 Dalmore 1979,5000.0,70,0.47,"7,142.86 per litre"
 Glen Mhor 1965,5300.0,70,0.47,"7,571.43 per litre"
 Brora 1971,5500.0,70,0.5,"7,857.14 per litre"
 Glendronach 1971,5500.0,70,0.49,"7,857.14 per litre"
 Glendronach 1968,5500.0,70,0.46,"7,857.14 per litre"
 Glendronach 1972,6000.0,70,0.52,"8,571.43 per litre"
 Brora 1970,6500.0,70,0.58,"9,285.71 per litre"
 Brora 1972,6500.0,70,0.47,"9,285.71 per litre"
 Brora 1972,6500.0,70,0.59,"9,285.71 per litre"
 Brora 1972,6500.0,70,0.47,"9,285.71 per litre"
 Dalmore 40 Year Old,6750.0,70,0.42,"9,642.86 per litre"
 Dalmore 40 Year Old,6750.0,70,0.42,"9,642.86 per litre"
 Brora 1972,7500.0,70,0.5,"10,714.29 per litre"
 Glamis 10 Year Old,7500.0,75,0.43,"10,000 per litre"
 Pride of Strathspey 1937,7500.0,75,0.4,"10,000 per litre"
 Fettercairn 1973,8300.0,70,0.42,"11,857.14 per litre"
 Brora 1972,9000.0,70,0.59,"12,857.14 per litre"
 Clynelish 1965,10000.0,70,0.51,"14,285.71 per litre"
 Clynelish 1965,10000.0,70,0.52,"14,285.71 per litre"
 Dalmore 1966,10000.0,70,0.4,"14,285.71 per litre"
 Dalmore 45 Year Old,11500.0,70,0.4,"16,428.57 per litre"
 Brora 1972,12000.0,70,0.61,"17,142.86 per litre"
 SMWS 61.1 (Brora),12000.0,75,0.63,"16,000 per litre"
 Glenury Royal 1953,12000.0,70,0.43,"17,142.86 per litre"
 Glenury Royal 1953,13500.0,70,0.43,"19,285.71 per litre"
 Dalmore 150th Anniversary Crystal,17500.0,75,0.46,"23,333.33 per litre"
Fettercairn 50 Year Old,18750.0,70,0.48,"26,785.71 per litre"
 Tullibardine 1952,20000.0,70,0.4,"28,571.43 per litre"
 Tomatin 1975,25000.0,75,0.47,"33,333.33 per litre"
Dalmore 50 Year Old (1926) Black Ceramic,40000.0,75,0.43,"53,333.33 per litre"
 Dalmore 50 Year Old,90000.0,70,0.52,"128,571.43 per litre"
Dalmore - Candela 50 Year Old,100000.0,70,0.45,"142,857.14 per litre"
