ime,cena,kolicina,procent_alkohola,cena_na_enoto
 Bowmore 30 Year Old,3500.0,75,0.43,"4,666.67 per litre"
 Ardbeg 1974,3500.0,70,0.51,"5,000 per litre"
 Bowmore 1974,3600.0,70,0.5,"5,142.86 per litre"
 Bowmore 1968,3750.0,70,0.4,"5,357.14 per litre"
 Lagavulin 1976,3750.0,70,0.53,"5,357.14 per litre"
 Lagavulin 1976,3750.0,70,0.51,"5,357.14 per litre"
 Bowmore 8 Year Old,3750.0,75,0.4,"5,000 per litre"
 Ardbeg 1974,4000.0,70,0.52,"5,714.29 per litre"
 Bowmore 1968,4000.0,70,0.43,"5,714.29 per litre"
 Bowmore 1968,4000.0,70,0.43,"5,714.29 per litre"
 Ardbeg 1975,4000.0,70,0.54,"5,714.29 per litre"
 Ardbeg 1974,4000.0,70,0.53,"5,714.29 per litre"
 Bowmore 1968,4000.0,70,0.46,"5,714.29 per litre"
 Bowmore 1968,4000.0,70,0.43,"5,714.29 per litre"
 Lagavulin 1991,4000.0,70,0.53,"5,714.29 per litre"
 Bowmore 1968,4000.0,70,0.46,"5,714.29 per litre"
 Bruichladdich 1964,4500.0,70,0.43,"6,428.57 per litre"
 Bowmore 1973,4500.0,70,0.43,"6,428.57 per litre"
 Bowmore 1966,4500.0,70,0.41,"6,428.57 per litre"
 Ardbeg 1963,4500.0,70,0.4,"6,428.57 per litre"
 Ardbeg 1974 Provenance,4750.0,75,0.55,"6,333.33 per litre"
 Ardbeg 1974 Provenance,4750.0,75,0.55,"6,333.33 per litre"
 Ardbeg 1976,4750.0,70,0.55,"6,785.71 per litre"
 Ardbeg 1974 Provenance,4750.0,70,0.56,"6,785.71 per litre"
 Ardbeg 1974 Provenance,4750.0,75,0.55,"6,333.33 per litre"
 Bowmore 1972,4950.0,70,0.47,"7,071.43 per litre"
 Ardbeg 1976,5000.0,70,0.53,"7,142.86 per litre"
 Ardbeg 1976,5000.0,70,0.53,"7,142.86 per litre"
 Bowmore 7 Year Old,5000.0,75,0.43,"6,666.67 per litre"
 Ardbeg 10 Year Old,5000.0,75,0.4,"6,666.67 per litre"
 Bowmore 1968,5000.0,70,0.46,"7,142.86 per litre"
 Bowmore 1968,5000.0,70,0.46,"7,142.86 per litre"
 Bowmore 1965,5000.0,75,0.43,"6,666.67 per litre"
 Bowmore Bicentenary,5250.0,75,0.43,"7,000 per litre"
 Bowmore Bicentenary,5250.0,75.7,0.43,"6,935.27 per litre"
 Ardbeg 1976,5500.0,70,0.51,"7,857.14 per litre"
 Laphroaig 19 Year Old,5500.0,70,0.55,"7,857.14 per litre"
 Bowmore Sherriff's,5500.0,100,0.43,
 Port Ellen 21 Year Old,6000.0,70,0.58,"8,571.43 per litre"
 Bowmore 8 Year Old,6000.0,113,0.43,"5,309.73 per litre"
 Bowmore Bicentenary,6000.0,75,0.43,"8,000 per litre"
 Laphroaig 1981,6000.0,70,0.57,"8,571.43 per litre"
 Port Ellen 1979,6400.0,70,0.51,"9,142.86 per litre"
 Bowmore 1968,6500.0,70,0.43,"9,285.71 per litre"
 Laphroaig 1980,6500.0,70,0.57,"9,285.71 per litre"
 Laphroaig 1981,6500.0,70,0.57,"9,285.71 per litre"
 Bowmore 1973,6500.0,70,0.43,"9,285.71 per litre"
 Ardbeggeddon 1972,6750.0,75,0.48,"9,000 per litre"
 Ardbeg 1967,7000.0,70,0.52,"10,000 per litre"
 Ardbeg 1967,7000.0,70,0.5,"10,000 per litre"
 Ardbeg 1967,7000.0,70,0.52,"10,000 per litre"
 Ardbeg 1976 Manager's Choice,7500.0,70,0.56,"10,714.29 per litre"
 Caol Ila 15 Year Old,7500.0,75,0.63,"10,000 per litre"
Bowmore 1964 Bicentenary,7500.0,75,0.43,"10,000 per litre"
 Bowmore 1963,7500.0,75,0.43,"10,000 per litre"
 Bowmore 1965,7500.0,75,0.5,"10,000 per litre"
 Caol Ila 1968,7500.0,70,0.53,"10,714.29 per litre"
Laphroaig 40 Year Old,11000.0,70,0.42,"15,714.29 per litre"
Laphroaig 40 Year Old,11000.0,75,0.42,"14,666.67 per litre"
 Ardbeg 1973,12000.0,75,0.57,"16,000 per litre"
 Bowmore 1963,15000.0,70,0.5,"21,428.57 per litre"
 Bowmore 8 Year Old,17500.0,75,0.43,"23,333.33 per litre"
 Bowmore 1957,19000.0,70,0.4,"27,142.86 per litre"
 Bowmore 1957,20000.0,70,0.4,"28,571.43 per litre"
 Black Bowmore 1964,22000.0,70,0.49,"31,428.57 per litre"
 Black Bowmore 1964,22500.0,70,0.5,"32,142.86 per litre"
 Bowmore 1964,22500.0,75,0.43,"30,000 per litre"
 White Bowmore 1964,25000.0,70,0.43,"35,714.29 per litre"
 Black Bowmore 1964,25000.0,70,0.5,"35,714.29 per litre"
 Black Bowmore 1964,30000.0,70,0.41,"42,857.14 per litre"
 Bowmore 1955,40000.0,70,0.42,"57,142.86 per litre"
 Ardbeg 1974,40000.0,150,0.47,"26,666.67 per litre"
 Bowmore 1965,45000.0,70,0.42,"64,285.71 per litre"
 Bowmore 1967,50000.0,90,0.44,"55,555.56 per litre"
 Black Bowmore 1964,65000.0,75,0.41,"86,666.67 per litre"
